,ID,Y Pred,Mass,Pred Formula,Pred Mass,Pred Atom Num,Pred H/C Num,Running Time,Refined Formula (0),Refined Formula (1),Refined Formula (2),Refined Formula (3),Refined Formula (4),Refined Mass (0),Refined Mass (1),Refined Mass (2),Refined Mass (3),Refined Mass (4),FDR (0),FDR (1),FDR (2),FDR (3),FDR (4)
57,EMBL_MCF_2_0_HRMS_Library000433,5.1692963;10.6975565;7.8333225;0.05412972;-0.012695673;-0.004016769;-0.0031047694;1.0004916;-3.2366886e-06;-0.00043791198;-0.0022859809;-0.00024930877;-1.2425053e-05,230.02099609375,C5H11O8P,229.6536407470703,24.800331115722656,2.1425185203552246,0.16510310024023056,C5H11O8P,C6H7N4O4P,,,,230.01915430951001,230.02049172003,,,,0.9929344654083252,0.0053363037295639515,0.0,0.0,0.0
58,EMBL_MCF_2_0_HRMS_Library000432,5.029458;12.559177;4.565772;1.0705478;-0.0015458253;0.24409908;0.052750383;0.1303254;-2.3094406e-06;0.0014936496;-0.0020530995;-0.00012967554;-2.9713829e-06,176.0298614501953,C5H13O5N,176.00173950195312,24.030948638916016,2.6648218631744385,0.20699682086706161,C4H6N3O5,C2H4N6O4,,,,176.03074530452,176.02940263378002,,,,0.13586953282356262,0.0031447564251720905,0.0,0.0,0.0
59,EMBL_MCF_2_0_HRMS_Library000431,5.710065;8.626422;6.1679597;-0.0037834644;-0.010986015;-0.007890987;-0.0043294257;-0.012535234;2.3259522e-06;-0.0011338796;-0.00019610487;-9.734746e-05;-1.9620038e-06,176.0354766845703,C6H9O6,176.18011474609375,20.08623504638672,1.4302574396133423,0.1472565159201622,C9H6NO3,,,,,176.03476805652002,,,,,0.9963640570640564,0.0,0.0,0.0,0.0
60,EMBL_MCF_2_0_HRMS_Library000420,6.4714584;10.414877;1.6678808;3.1820345;0.24853997;0.23236576;0.012169559;-0.00021547526;-1.9151769e-06;0.0011124779;-0.0012944218;-5.1659008e-05;-2.3977698e-06,175.0928192138672,C6H10O2N3,174.05633544921875,22.46180534362793,1.7745122909545898,0.17057528346776962,C4H11N6O2,,,,,175.09434862025,,,,,0.019858645275235176,0.0,0.0,0.0,0.0
61,EMBL_MCF_2_0_HRMS_Library000412,4.9555974;10.479319;4.984976;-0.017035294;-0.016119627;-0.012635148;-0.002663406;-0.011339493;-5.995908e-08;-0.00071994925;-0.0006295618;-0.00012160022;-1.5110691e-06,150.05270385742188,C5H10O5,150.11532592773438,20.45308494567871,2.1452672481536865,0.15362729877233505,C5H10O5,C3H8N3O4,C6H6N4O,,,150.05282342015,150.05148074941002,150.05416083067,,,0.9997714161872864,0.010409419424831867,0.0006367519963532686,0.0,0.0
62,EMBL_MCF_2_0_HRMS_Library000411,7.6451254;15.166976;6.4851694;-0.0032197237;-0.0052464395;-0.0048089745;-0.0008319922;-0.0035768107;-1.305999e-07;-0.00010578297;-0.0004038688;-0.00014388342;-2.3926707e-06,210.0390625,C8H15O6,210.4336700439453,29.52944564819336,1.9911311864852905,0.174400232732296,C6H10O8,C9H8NO5,C7H6N4O4,,,210.03756727886,210.04024736012002,210.03890468938,,,0.9337574243545532,0.9125358462333679,0.06617012619972229,0.0,0.0
63,EMBL_MCF_2_0_HRMS_Library000410,6.0572386;10.796407;7.9226;-0.018295527;-0.0034740355;-0.004609633;-0.0077925543;-0.021467622;-3.7723748e-08;-0.00026918316;-0.0018177566;-9.706397e-05;-1.2809975e-06,210.04026794433594,C6H11O8,209.69969177246094,23.65834617614746,1.574532151222229,0.1617075428366661,C9H8NO5,C7H6N4O4,,,,210.04024736012002,210.03890468938,,,,0.9903610944747925,0.000627534871455282,0.0,0.0,0.0
64,EMBL_MCF_2_0_HRMS_Library000407,8.825912;15.631093;4.811654;1.5128552;0.0064959396;-0.0012309015;1.4428049e-05;-0.006893261;-2.1887763e-07;-3.251061e-06;-7.207356e-05;-0.00010578524;-2.2252189e-06,219.1103057861328,C9H16O5N2,219.61151123046875,30.777450561523438,1.7592755556106567,0.20813550800085068,C9H17NO5,C7H15N4O4,C10H13N5O,,,219.11067265019,219.10932997945,219.11201006071,,,0.7976597547531128,0.06166490912437439,0.006278351414948702,0.0,0.0
65,EMBL_MCF_2_0_HRMS_Library000406,10.081494;17.198061;4.5881414;0.5308604;-0.0013363746;-0.0021246136;-0.001220175;-0.0035302236;-4.4025302e-07;4.835613e-05;-0.00034067594;-0.00012728204;-1.9950658e-06,219.1071014404297,C10H17O5N,218.7947998046875,32.33251190185547,1.7128392457962036,0.17005576938390732,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
66,EMBL_MCF_2_0_HRMS_Library000404,6.4439735;10.616741;4.283678;0.3797518;-0.0017951754;-0.004398054;-0.0027491802;-0.0027733638;-7.0570326e-07;-4.5546516e-05;-0.00029520356;-9.95167e-05;-1.8705713e-06,161.0648651123047,C6H11O4,161.49258422851562,21.802080154418945,1.665426254272461,0.14198174327611923,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
67,EMBL_MCF_2_0_HRMS_Library000396,5.81115;12.758983;6.1729007;-0.018760635;-0.016854052;-0.0104293525;-0.00063807;-0.0137690855;4.3466894e-06;-0.00061617757;-0.00016103945;-0.00015197661;-2.4532649e-06,182.08311462402344,C6H13O6,181.71481323242188,24.965478897094727,2.2123453617095947,0.1600884422659874,C9H12NO3,,,,,182.0817182499,,,,,0.9990739822387695,0.0,0.0,0.0,0.0
68,EMBL_MCF_2_0_HRMS_Library000384,8.554313;11.976502;2.5555873;0.8995757;-0.00202575;-0.0018132747;-0.002430936;-0.004584439;-4.452705e-07;-0.00031693839;-0.00019805394;-8.868169e-05;-1.7677997e-06,169.0727996826172,C9H12O3N,169.22581481933594,24.191669464111328,1.4048384428024292,0.12202730029821396,C8H11NO3,C6H9N4O2,,,,169.07389321767,169.07255054693002,,,,0.9688948392868042,0.026168186217546463,0.0,0.0,0.0
69,EMBL_MCF_2_0_HRMS_Library000381,5.5610795;7.94294;1.7441025;2.131263;-0.0015196946;-0.002921349;-0.0005605288;-0.0024411008;-8.437485e-07;-0.00029338265;-9.999834e-05;-5.0089173e-05;-1.6593589e-06,132.09042358398438,C6H8O2N2,132.9362030029297,17.585390090942383,1.4780455827713013,0.11878862231969833,C5H12N2O2,,,,,132.08987763476,,,,,0.8738499283790588,0.0,0.0,0.0,0.0
70,EMBL_MCF_2_0_HRMS_Library000380,7.920949;12.295528;3.4118917;2.0765858;-0.007666591;0.95555997;0.003856767;-0.008378388;-3.677996e-06;-0.0002210822;-0.0012443837;-5.1780826e-05;-1.1389941e-06,222.0691375732422,C8H12O3N2S,221.81336975097656,26.855655670166016,1.5831154584884644,0.17750253528356552,C10H12N3OS,C7H14N2O4S,C8H10N6S,,,222.07010819402,222.06742811275998,222.06876552328,,,0.8972529172897339,0.38401415944099426,0.043637268245220184,0.0,0.0
71,EMBL_MCF_2_0_HRMS_Library000379,5.8024936;9.919324;2.6762018;0.6064303;-0.0002577152;-0.0028740228;-0.0022274323;-0.004405673;-4.6308205e-07;-0.000108292326;-0.00018590056;-0.00010781739;-2.0461955e-06,131.05726623535156,C6H10O3N,131.7193603515625,19.078556060791016,1.7150256633758545,0.11752166599035263,C5H9NO3,C3H7N4O2,,,,131.05824315321001,131.05690048246998,,,,0.9987227320671082,0.14958010613918304,0.0,0.0,0.0
72,EMBL_MCF_2_0_HRMS_Library000378,7.2183676;8.44229;3.3209217;1.0349861;-0.0014629152;-0.0020320476;-0.001971037;-0.0044408636;-7.4368955e-07;-0.0002546277;-0.000277197;-5.4642594e-05;-1.5939685e-06,162.10157775878906,C7H8O3N,162.35543823242188,20.166675567626953,1.1845985651016235,0.1329452022910118,C6H14N2O3,,,,,162.10044231879,,,,,0.8618102669715881,0.0,0.0,0.0,0.0
73,EMBL_MCF_2_0_HRMS_Library000377,2.0609636;5.912374;3.5992682;0.6532966;-0.0029545154;0.72035265;-0.004174385;-0.013771697;-1.893057e-05;-0.00092501304;-0.0042950283;0.0013639813;6.755049e-05,125.01444244384766,C2H6O4NS,124.47850799560547,13.306235313415527,3.3460967540740967,0.08686795085668564,C2H7NO3S,H5N4O2S,,,,125.01466426315001,125.01332159241,,,,0.9986233711242676,0.28791582584381104,0.0,0.0,0.0
74,EMBL_MCF_2_0_HRMS_Library000376,9.576278;14.205964;4.7879343;1.8217471;-0.007981327;1.1559165;0.0031074323;-0.011049588;-4.0712002e-06;-0.00024675988;-0.001490831;-5.216416e-05;-1.1020904e-06,268.0523376464844,C10H14O5N2S,267.9383239746094,31.467517852783203,1.5297882556915283,0.23728813976049423,C11H12N2O4S,C14H10N3OS,C9H10N5O3S,C12H8N6S,,268.0517780483,268.05445812956,268.05043537756,268.05311545882,,0.9780287146568298,0.030683442950248718,0.017529107630252838,0.0002640218008309603,0.0
75,EMBL_MCF_2_0_HRMS_Library000370,5.276781;10.107987;5.582315;0.65877223;-0.009340229;2.0718904;-0.010420539;0.035986386;-1.8061888e-06;-0.0010181632;-0.001929998;-0.0002032381;-5.76797e-06,240.02601623535156,C5H10O6NS2,240.5300750732422,23.798124313354492,1.9494409561157227,0.19831957668066025,C6H12N2O4S2,C9H10N3OS2,,,,240.0238492227,240.02652930396,,,,0.9920768737792969,0.32777830958366394,0.0,0.0,0.0
76,EMBL_MCF_2_0_HRMS_Library000367,4.2495794;6.693119;4.1154337;0.7024542;-0.003297445;-0.0039998177;-0.003878127;-0.0035895302;5.797806e-07;-0.00060821435;0.0006369818;-9.326957e-05;-2.4971068e-06,133.0388641357422,C4H7O4N,133.28128051757812,15.65135669708252,1.5212153196334839,0.141338013112545,C7H5N2O,C5H3N5,,,,133.04018778958,133.03884511884002,,,,0.987360954284668,0.030916962772607803,0.0,0.0,0.0
77,EMBL_MCF_2_0_HRMS_Library000366,5.3255606;12.486819;1.6165042;4.9792404;-0.0006100204;-0.0027766644;-0.006949588;-0.006695263;-1.4737533e-06;-0.000422075;-0.0011440393;-7.810107e-06;-2.7011666e-07,174.11097717285156,C5H12O2N5,173.68331909179688,24.777759552001953,2.403862237930298,0.17682208865880966,C6H14N4O2,C4H12N7O,,,,174.11167570807999,174.11033303733998,,,,0.31404173374176025,0.029943961650133133,0.0,0.0,0.0
78,EMBL_MCF_2_0_HRMS_Library000364,5.198701;7.8682446;3.686629;1.2039449;-0.0035201695;-0.0050286236;-0.002880808;-0.0032534078;-7.381249e-07;-0.00040583275;-0.00020520054;-6.5394524e-05;-1.6899063e-06,147.05291748046875,C5H8O4N,146.81272888183594,18.26028823852539,1.5990163087844849,0.16342105716466904,C5H9NO4,C3H7N4O3,,,,147.05315777278003,147.05181510204,,,,0.8342298269271851,0.03352021425962448,0.0,0.0,0.0
79,EMBL_MCF_2_0_HRMS_Library000357,5.095192;8.833464;4.253436;0.7308122;-0.0043825177;-0.006145084;-0.0041596526;-0.0026908056;-5.858304e-07;-0.00043147468;-0.00010522567;-8.78204e-05;-1.8373696e-06,147.0531463623047,C5H9O4N,147.93470764160156,18.838403701782227,1.7311939001083374,0.162345789372921,C5H9NO4,C3H7N4O3,C6H5N5,,,147.05315777278003,147.05181510204,147.0544951833,,,0.9806430339813232,0.036727722734212875,0.0063294111751019955,0.0,0.0
80,EMBL_MCF_2_0_HRMS_Library000350,15.818503;24.087605;5.5946198;0.48832512;-0.0023417023;-0.0013652742;-0.0002893828;0.0067303404;-7.799296e-07;-3.791712e-05;-0.0005515691;-0.00012299832;-1.6045623e-06,309.1046447753906,C16H24O6,310.18182373046875,45.846229553222656,1.5204837322235107,0.1882852539420128,C12H15N5O5,C11H19NO9,C21H13N2O,,,309.10731860345,309.10598119293,309.10278804742,,,0.30247488617897034,0.03467094153165817,0.008084585890173912,0.0,0.0
81,EMBL_MCF_2_0_HRMS_Library000347,3.202991;1.7288934;2.9701095;-0.011405277;0.0021616984;-0.0028368712;-0.0054409513;0.013410948;-8.404598e-07;-0.00068109296;0.0008965526;-6.086979e-05;-1.9352108e-06,89.04747009277344,C3H2O3,88.03665924072266,7.719259738922119,0.6289803385734558,0.07687034457921982,C3H7NO2,,,,,89.04767846918,,,,,1.0,0.0,0.0,0.0,0.0
82,EMBL_MCF_2_0_HRMS_Library000344,13.712546;24.35743;9.595327;-0.004935026;-0.0022662429;-0.005066806;-0.0018357985;-0.0033576922;-6.856798e-07;0.0013209153;-0.00043226444;-0.00014095347;-1.7830968e-06,342.119384765625,C14H24O10,342.2408447265625,47.7663459777832,1.7686632871627808,0.16164102405309677,C12H22O11,C15H20NO8,C13H18N4O7,C18H18N2O5,,342.11621152432997,342.11889160559,342.11754893485,342.12157168684996,,0.8621945381164551,0.22393259406089783,0.024360278621315956,0.011697523295879364,0.0
83,EMBL_MCF_2_0_HRMS_Library000342,8.404012;14.177372;6.0387516;0.691345;-0.00026414657;-0.0039778533;-0.0009293415;-0.004469593;-7.1591285e-07;0.0005211998;-0.00035742484;-9.773936e-05;-1.865705e-06,221.08444213867188,C8H14O6N,220.57667541503906,29.330120086669922,1.6635297536849976,0.18266692012548447,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
84,EMBL_MCF_2_0_HRMS_Library000341,9.70003;10.797647;1.9953306;2.0806937;-0.001036587;-0.00369882;0.00027214363;-0.0025319352;-1.5154882e-06;0.0006653238;-0.00056478346;-1.6203185e-05;-8.227402e-07,189.1114044189453,C10H11O2N2,189.78665161132812,25.13580894470215,1.1392226219177246,0.1285485252737999,C9H17O4,C7H15N3O3,C5H13N6O2,,,189.11268402618998,189.11134135545,189.10999868470998,,,0.7198835611343384,0.08683037012815475,0.015101147815585136,0.0,0.0
85,EMBL_MCF_2_0_HRMS_Library000336,23.788967;39.022423;4.245279;-0.009254075;-0.0050172117;-0.0024267614;-0.0017804764;-0.005279012;-1.5594351e-07;-0.00035627745;-0.00013865196;-0.00020886627;-1.2860964e-06,392.2898254394531,C24H39O4,392.0752868652344,67.22921752929688,1.6468446254730225,0.18590249866247177,C24H40O4,C22H38N3O3,C19H40N2O6,,,392.29265976748,392.29131709674,392.28863701548,,,0.937149167060852,0.03424174711108208,0.010825498029589653,0.0,0.0
86,EMBL_MCF_2_0_HRMS_Library000335,26.404037;46.55613;5.688665;0.8634801;0.022552954;0.98504186;0.008216519;-0.0077366307;-1.8086685e-06;-0.00079677964;-0.0014625188;-0.00025396538;-2.4843362e-06,499.2906188964844,C26H47O6NS,499.40386962890625,80.46514129638672,1.7633764743804932,0.14856185764074326,C30H43O4S,C28H41N3O3S,C24H43N4O5S,C21H45N3O8S,C23H47O9S,499.28820603857,499.28686336783,499.29541667586,499.2927365946,499.29407926534,0.2993544340133667,0.13796131312847137,0.10314306616783142,0.02115175686776638,0.015170294791460037
87,EMBL_MCF_2_0_HRMS_Library000334,4.9184027;5.8055325;4.081707;-0.019258285;-0.005876234;-0.0076049804;-0.0060136295;-0.0028764145;-1.4776765e-06;-0.00056572224;-0.0010596629;-5.4684875e-05;-7.0252975e-07,132.07945251464844,C5H6O4,132.081787109375,15.418227195739746,1.2834041118621826,0.12528147548437119,C6H12O3,,,,,132.07864424547,,,,,0.9973630309104919,0.0,0.0,0.0,0.0
88,EMBL_MCF_2_0_HRMS_Library000329,11.612838;17.172726;1.9072673;2.264677;-0.007195881;0.81997;-0.0043816767;-0.011470909;-1.9214983e-06;-0.0008844223;-9.447299e-05;-8.628931e-05;-1.8183473e-06,244.0838165283203,C12H17O2N2S,244.12594604492188,34.09615707397461,1.499162197113037,0.12029852718114853,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
89,EMBL_MCF_2_0_HRMS_Library000328,6.1995974;6.67345;5.690845;-0.0019784214;-0.009875855;-0.0076448144;-0.0036702268;-0.010086044;-8.154945e-07;-0.00061468745;-0.0009981927;-4.773367e-05;-9.104475e-07,174.01681518554688,C6H7O6,173.57191467285156,18.6261043548584,1.130302906036377,0.15579666942358017,C6H6O6,C4H4N3O5,C7H2N4O2,,,174.0164379108,174.01509524006,174.01777532132002,,,0.9993302822113037,0.007993479259312153,0.00034044444328173995,0.0,0.0
90,EMBL_MCF_2_0_HRMS_Library000324,2.8113463;6.851299;3.2414098;0.037730336;-0.010008866;-0.009577087;-0.004260964;-0.0047537223;-1.5658028e-06;-0.0007909682;0.0039031375;-8.8950095e-05;-4.995014e-07,90.0313720703125,C3H7O3,93.55506134033203,13.428522109985352,2.524195671081543,0.07553829997777939,C3H6O3,,,,,90.03169405209,,,,,1.0,0.0,0.0,0.0,0.0
91,EMBL_MCF_2_0_HRMS_Library000319,3.977274;6.219839;4.965042;-0.01918664;-0.005394503;-0.006742978;-0.009773294;-0.008787515;-1.0015729e-07;-0.0017050173;-0.00030283892;-8.7111854e-05;-1.2619287e-06,134.02203369140625,C4H6O5,134.72576904296875,14.49547004699707,1.3886429071426392,0.13250579684972763,C4H6O5,C5H2N4O,,,,134.02152329122998,134.02286070175,,,,0.9987026453018188,0.0034084937069565058,0.0,0.0,0.0
92,EMBL_MCF_2_0_HRMS_Library000318,6.293307;7.618299;5.130915;0.7968677;-0.0023225693;-0.003209746;-0.002240818;-0.0078122094;-2.4062402e-07;-0.00035932922;0.00067597814;-6.169345e-05;-2.0114803e-06,175.04441833496094,C6H8O5N,175.37066650390625,19.559818267822266,1.1387871503829956,0.17226042598485947,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
93,EMBL_MCF_2_0_HRMS_Library000311,6.317298;6.872104;5.6965094;-0.004082048;-0.004079762;-0.0026093067;-0.0003670089;-0.005584784;5.4543807e-07;-0.0004064169;-8.763634e-05;-8.086864e-05;-2.4979101e-06,174.0160369873047,C6H7O6,173.82554626464844,19.114858627319336,1.1072497367858887,0.15481510013341904,C6H6O6,C4H4N3O5,C7H2N4O2,,,174.0164379108,174.01509524006,174.01777532132002,,,0.9983747005462646,0.014056071639060974,0.000707838567905128,0.0,0.0
94,EMBL_MCF_2_0_HRMS_Library000308,6.6256037;12.930671;2.65509;2.7772112;-0.0023497369;-0.0033199133;-0.00060362444;-0.0012199894;-8.276832e-07;-0.00016512536;-0.00022450053;-7.077198e-05;-1.744703e-06,174.09805297851562,C7H13O3N3,174.11097717285156,24.979440689086914,2.0264675617218018,0.1651691421866417,C5H12N5O2,C3H10N8O,,,,174.09909964805,174.09775697730998,,,,0.18033240735530853,0.00107451097574085,0.0,0.0,0.0
95,EMBL_MCF_2_0_HRMS_Library000305,6.018131;12.885206;8.023022;0.89779305;-0.010582772;-0.005177641;-0.0031498782;1.0229679;-2.679467e-07;-0.0008017149;-0.0007731136;-0.0003056236;-1.4949088e-05,259.0447998046875,C6H13O8NP,258.9314270019531,29.526811599731445,2.286695957183838,0.19556107372045517,C6H14NO8P,C7H10N5O4P,,,,259.04570341063004,259.04704082115,,,,0.9791961312294006,0.005924224387854338,0.0,0.0,0.0
96,EMBL_MCF_2_0_HRMS_Library000304,9.610145;8.285761;1.0861607;2.159789;0.13880663;0.03329459;0.047544528;0.034326546;-1.909228e-06;-0.0057125296;0.037768066;0.00011681748;-2.4662404e-07,188.1282501220703,C10H8ON2,188.72506713867188,23.247026443481445,0.9779257774353027,0.126673124730587,C9H18NO3,C7H16N4O2,,,,188.12866844328,188.12732577254,,,,0.6833131909370422,0.15696017444133759,0.0,0.0,0.0
97,EMBL_MCF_2_0_HRMS_Library000302,5.6894503;11.034704;3.4071615;1.9477956;-0.0044921665;-0.006422168;-0.0022704103;-0.0029674487;-8.457858e-07;-0.00033999348;-0.00018257461;-7.322174e-05;-1.550918e-06,163.03231811523438,C6H11O3N2,162.2590789794922,22.256593704223633,1.9882235527038574,0.15731968730688095,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
98,EMBL_MCF_2_0_HRMS_Library000301,4.188901;9.022233;4.802965;-0.002396083;-0.009258262;-0.0037112415;-0.001696942;-0.0062982156;4.6867094e-06;-0.00027864837;0.002147304;-0.00015088324;-3.2031774e-06,136.03961181640625,C4H9O5,136.10145568847656,17.738229751586914,2.059129238128662,0.13714232295751572,C7H6NO2,C5H4N4O,,,,136.03985343695,136.03851076620998,,,,0.999664306640625,0.0010014455765485764,0.0,0.0,0.0
99,EMBL_MCF_2_0_HRMS_Library000298,7.5580683;15.264332;11.308261;0.40408015;-0.012918475;-0.011431164;-0.0148680275;1.493635;-6.56087e-07;0.0039212275;-0.0040610908;-0.00039938508;-2.1001824e-05,339.9997253417969,C8H15O11P,339.25994873046875,35.99436569213867,2.0146443843841553,0.19615402072668076,C13H9O9P,,,,,339.99841886462,,,,,0.9866024255752563,0.0,0.0,0.0,0.0
100,EMBL_MCF_2_0_HRMS_Library000295,5.2425632;5.6394877;4.840158;-0.007497263;-0.0017263796;-0.0015599013;-0.0006637059;-0.007274969;1.6134322e-06;-0.0002940502;6.72359e-05;-9.058047e-05;-2.7451763e-06,146.0209503173828,C5H6O5,145.49305725097656,15.568514823913574,1.011389136314392,0.15129318088293076,C5H6O5,C3H4N3O4,,,,146.02152329122998,146.02018062049,,,,0.9979524612426758,0.013486330397427082,0.0,0.0,0.0
101,EMBL_MCF_2_0_HRMS_Library000290,4.6921372;9.893375;2.3699303;1.0348392;-0.0019387748;-0.005773169;-0.0038166665;0.001393728;-8.011987e-07;-0.00032544995;-3.5482273e-05;-0.00010460227;-1.8459377e-06,119.05694580078125,C5H10O2N,119.55703735351562,18.110200881958008,2.1359035968780518,0.11254539340734482,C2H7N4O2,,,,,119.05690048247,,,,,0.9934258460998535,0.0,0.0,0.0,0.0
102,EMBL_MCF_2_0_HRMS_Library000284,4.72729;7.4975486;4.085981;-0.0055636647;-0.0014815059;-0.0018303335;-0.0013570018;-0.006977405;2.0712064e-06;-0.00028133654;0.00018494017;-0.00012216311;-2.882884e-06,130.06179809570312,C5H7O4,129.80030822753906,16.323089599609375,1.574259638786316,0.1258322224020958,C6H10O3,C4H8N3O2,,,,130.06299418101,130.06165151027,,,,0.9825553894042969,0.7394619584083557,0.0,0.0,0.0
103,EMBL_MCF_2_0_HRMS_Library000283,5.4256763;9.550909;2.566083;-0.020363081;-0.003033742;-0.004900587;-0.00488916;-0.0015859917;-8.575321e-07;-0.0003859129;-0.0004809674;-0.000114983355;-1.5708483e-06,116.04479217529297,C5H10O3,116.16566467285156,17.60228157043457,1.7565873861312866,0.10264077037572861,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
104,EMBL_MCF_2_0_HRMS_Library000281,5.24937;7.9727387;3.3978794;2.3125682;-0.003698292;-0.0029314817;-0.0011007212;-0.006327726;-5.6507355e-07;-0.00042202137;-0.00014718734;-4.3550168e-05;-1.7228169e-06,158.03085327148438,C5H8O3N2,157.70726013183594,18.992691040039062,1.5444835424423218,0.171256922185421,C3H4N5O3,,,,,158.03141400978,,,,,0.007869123481214046,0.0,0.0,0.0,0.0
105,EMBL_MCF_2_0_HRMS_Library000270,5.4146223;9.408402;0.5398444;2.3386545;-0.00073683524;-0.003798884;-0.0063152276;-0.0016407118;-1.2105733e-06;-0.0013614622;-0.0004038509;-5.168881e-05;-7.79911e-07,117.07820129394531,C5H9ON2,116.4245376586914,17.752065658569336,1.7170143127441406,0.11740841716527939,C5H11NO2,C3H9N4O,,,,117.0789785981,117.07763592736,,,,0.9984363913536072,0.9975905418395996,0.0,0.0,0.0
106,EMBL_MCF_2_0_HRMS_Library000269,6.5811477;13.2702675;8.852858;0.1286335;-0.017672936;-0.014310772;-0.0077158622;1.1507809;-5.9165114e-07;-0.0006938424;-0.00026359523;-0.0003278271;-1.58226e-05,276.022216796875,C7H13O9P,275.8372802734375,30.373762130737305,2.07539701461792,0.17295756191015244,C6H13O10P,,,,,276.02463361311,,,,,0.9942856431007385,0.0,0.0,0.0,0.0
107,EMBL_MCF_2_0_HRMS_Library000267,15.093632;23.365387;14.047229;4.882758;-0.0076084407;-0.010574526;-0.014895556;1.9643811;-1.3373727e-06;-0.0023917046;-0.0015782233;-0.0003276829;-2.4806275e-05,559.0648803710938,C15H23O14N5P2,560.5086669921875,59.479042053222656,1.557787299156189,0.3865176662802696,C16H23N3O15P2,C17H19N7O11P2,C14H27NO18P2,C10H23N7O16P2,,559.06044104497,559.06177845549,559.07033702374,559.06765168226,,0.6965045928955078,0.17218157649040222,0.03788257762789726,0.0008105707238428295,0.0
108,EMBL_MCF_2_0_HRMS_Library000266,8.899037;9.263932;4.452817;0.026587665;0.0076394547;0.0053865016;0.009881396;-0.0035994009;-7.809308e-07;0.0016511846;-0.0007317301;-6.770272e-05;-1.927708e-06,188.10690307617188,C9H9O4,187.4327392578125,22.748855590820312,1.0658739805221558,0.14322128146886826,C12H14NO,C10H12N4,,,,188.10753907522002,188.10619640448,,,,0.9958469271659851,0.009931695647537708,0.0,0.0,0.0
109,EMBL_MCF_2_0_HRMS_Library000265,32.955303;40.786266;6.510412;2.9236236;-0.0035366563;-0.0030049265;-0.0025298677;-0.0043168976;-1.2688625e-07;-0.0007077541;-0.00030816757;-3.365915e-05;-5.9137636e-07,582.2415771484375,C33H41O7N3,582.2879028320312,83.42520141601562,1.2431031465530396,0.11905016750097275,C32H38O10,C28H34N6O8,C30H36N3O9,C34H34N2O7,C31H32N7O5,582.2464974204399,582.24381207896,582.2451547497,582.23660144167,582.24649216022,0.6382293105125427,0.21803928911685944,0.21742725372314453,0.14946138858795166,0.056213878095149994
110,EMBL_MCF_2_0_HRMS_Library000263,3.1526935;7.587322;5.2883596;0.70134723;-0.0018395331;1.8842511;-0.009722745;-0.0076451497;6.251942e-05;-0.00022602938;-0.015759287;-0.000513341;-1.9064591e-05,200.97927856445312,C3H8O5NS2,201.234375,16.423799514770508,2.2837507724761963,0.14929165691137314,C6H5N2O2S2,C4H3N5OS2,,,,200.97924475795,200.97790208721,,,,0.9665701389312744,0.010254915803670883,0.0,0.0,0.0
111,EMBL_MCF_2_0_HRMS_Library000250,3.1843987;7.061728;5.4795113;0.6697781;0.01643415;0.7692443;-0.006566466;-0.024317928;-2.0990701e-05;0.0029762853;-0.008232224;0.001646226;7.694122e-05,169.0045623779297,C3H7O5NS,169.09426879882812,16.510339736938477,2.0638697147369385,0.15002384036779404,C3H7NO5S,C4H3N5OS,CH5N4O4S,,,169.00449350229,169.00583091280998,169.00315083155,,,0.2411213517189026,0.04316767305135727,0.007234342861920595,0.0,0.0
112,EMBL_MCF_2_0_HRMS_Library000248,4.801239;9.071139;3.3872368;1.7975411;-0.004228553;-0.0066209733;-0.0016863622;-0.0017686859;-1.0954967e-06;-0.00029248858;-0.00043430887;-6.266501e-05;-1.4436763e-06,146.06861877441406,C5H9O3N2,146.88815307617188,19.18819808959961,2.0068438053131104,0.15820636600255966,C5H10N2O3,C3H8N5O2,,,,146.06914218987,146.06779951913,,,,0.8861135244369507,0.03473886102437973,0.0,0.0,0.0
113,EMBL_MCF_2_0_HRMS_Library000246,6.049397;11.389435;8.709087;0.3841102;-0.008093312;-0.0035484135;-0.0024000162;1.0076844;4.1062335e-06;3.7508085e-05;-0.001814216;-0.0003306557;-1.642421e-05,260.0296325683594,C6H11O9P,259.29266357421875,27.642934799194336,2.0562825202941895,0.224481962621212,C6H13O9P,C7H9N4O5P,,,,260.02971899354003,260.03105640406,,,,0.9829781651496887,0.013136031106114388,0.0,0.0,0.0
114,EMBL_MCF_2_0_HRMS_Library000242,4.8080077;8.865634;3.9848878;1.4981629;-0.0015692618;0.103600204;0.20755513;0.08787017;-2.0211452e-05;0.27174684;-0.017249266;0.00025216286;9.161895e-06,211.03260803222656,C5H9O4N,211.8437042236328,20.576383590698242,1.8057546615600586,0.26138772815465927,C5H9NO8,C6H5N5O4,C3H7N4O7,,,211.03281625106,211.03415366158,211.03147358032,,,0.14989259839057922,0.023575929924845695,0.0013616326032206416,0.0,0.0
